,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,64.0018,-64.7945,29.4,310,454,0.083,338,285,69.38956,10.030182
1,62.3261,-66.7254,9.8,619,812,1.486,247,1799,72.89365,9.265298
2,62.3006,-66.482,10.8,252,807,4.507,43,5025,95.526726,10.198134
3,62.3411,-66.6866,16.8,383,813,5.31,35,2982,87.01029,9.236632
4,62.1589,-66.3365,8.8,410,599,2.414,160,1855,78.47156,9.690277
5,62.3198,-66.6328,18.1,292,761,2.368,56,2177,100.26694,11.088784
6,62.2622,-66.4357,11.0,124,807,21.174,57,8562,42.45529,8.511095
7,62.2988,-66.5656,15.3,346,780,1.425,338,1658,68.358215,9.411681
8,62.2851,-66.4416,12.2,390,747,1.881,65,2293,100.07371,11.289919
9,62.3306,-66.7645,8.8,630,662,0.147,248,341,76.636246,10.482186
10,62.3306,-66.77,8.8,595,670,0.321,57,920,104.80971,13.648682
11,62.3189,-66.6074,13.4,351,675,0.574,56,1471,107.48598,12.882242
12,62.3119,-66.4923,10.6,448,729,0.406,355,1557,69.64004,9.496532
13,62.1542,-66.3552,9.9,437,499,0.183,247,494,76.054924,10.59198
14,62.1832,-66.3741,9.7,346,707,8.45,195,7813,48.356197,7.5152907
15,62.2393,-66.3833,11.1,108,755,7.663,42,5042,77.87279,8.864083
16,62.3008,-66.6111,16.7,273,771,11.657,45,6459,54.9484,7.802509
17,62.3005,-66.5291,10.6,162,812,12.678,355,6003,34.366787,6.68752
18,62.2954,-66.4377,17.0,520,633,0.119,358,491,68.189445,9.828032
19,62.2898,-66.472,11.7,333,808,4.789,25,4215,94.395134,10.084656
20,62.2114,-66.3449,10.4,347,709,14.166,72,4306,32.921276,6.4579964
21,62.2393,-66.4881,13.3,387,828,47.999,207,7030,52.7006,22.758205
22,62.2648,-66.6798,9.3,493,589,0.387,269,881,73.54385,10.040255
23,62.3049,-66.7428,8.2,567,612,0.238,249,416,75.90898,10.449154
