,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,Zdelta,avg predicted thickness,predicted thickness std dev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-16.5212,-69.9053,21.4,4896,4966,5041,0.098,181,348,145,41.977238,6.514539,44.67571,48.90447,36.935837,45.990772,32.223953,50.299404,42.413494,39.28887,35.6939,42.612503,51.461937,51.628914,34.5054,43.809097,32.266727,40.650734,37.389187,33.451576,44.64131,56.47063,35.061687,42.477158,39.120026,39.20761,48.24998
1,-16.5196,-69.9117,20.7,4963,5005,5056,0.147,169,289,93,42.66167,6.5828214,45.177586,50.112812,37.804386,46.54699,32.835754,50.925457,43.086067,39.632923,36.376038,43.164944,52.379757,52.54664,34.820133,44.8608,32.831944,41.47555,37.981525,34.41116,45.489033,57.031826,35.697155,42.64089,39.974556,39.556896,49.180897
2,-16.5156,-69.9246,25.4,4892,4963,5043,0.149,176,337,151,41.888195,6.822417,44.913754,48.072136,36.846024,46.323902,32.016983,49.889824,42.968296,38.875854,35.960983,42.51415,51.58326,51.806038,34.755554,44.05375,32.40015,40.241577,35.20116,32.845562,45.57408,58.02126,33.40489,43.27,38.341938,39.77848,47.54527
3,-16.3855,-69.1445,15.4,4443,4491,4521,0.051,185,320,78,35.84139,4.880985,38.08342,42.00313,32.384758,37.787594,27.61644,42.939865,34.619247,33.948875,29.211348,37.055386,44.041855,42.236923,29.469395,37.879543,29.055439,36.494434,35.135292,32.033886,35.142082,45.213696,32.417152,33.961163,34.028732,31.8519,41.42316
4,-16.384,-69.1411,20.7,4397,4453,4522,0.037,144,347,125,34.54733,5.4274592,36.1279,40.01129,31.273855,37.637417,26.430656,41.61851,34.702885,31.326117,29.412176,35.353462,43.06087,42.16234,28.750399,36.463554,26.290617,33.47769,30.874723,28.97098,36.54499,47.423874,28.811022,34.390995,32.0543,30.844927,39.667736
5,-16.4572,-69.895,14.4,4637,4895,5153,0.927,271,2433,516,42.78503,4.5788217,45.990746,47.221317,39.511333,45.198105,34.114296,49.488117,41.086056,44.17191,38.359344,43.01454,49.39224,47.0961,38.5723,43.137226,36.61234,42.925682,44.13357,36.08589,39.051296,51.830185,40.04041,44.81112,38.79361,40.07907,48.90898
6,-16.4687,-69.8873,21.4,4779,4922,5152,0.899,212,1232,373,41.59977,6.105751,45.026527,47.006466,35.80609,45.787487,32.324554,49.95391,41.49689,39.800392,35.3696,42.252064,50.246517,49.815735,34.409924,43.047787,32.518,40.93103,38.801426,32.832718,42.907394,55.35293,35.445023,43.124878,38.37703,39.949493,47.41044
7,-16.4684,-69.8764,18.0,4942,4985,5068,0.091,140,419,126,43.253483,6.1708946,45.33503,50.708164,38.507904,46.59142,34.450474,51.12334,43.13537,39.96644,37.037003,43.882553,52.45029,52.5866,34.581863,45.975845,34.543583,43.012264,39.791393,36.497677,45.19567,56.185577,36.927155,42.305748,40.87066,39.421223,50.2538
8,-16.4774,-69.8778,23.4,4758,4908,5058,0.366,158,717,300,41.272038,6.3663983,43.916073,46.92714,36.16245,45.264236,32.08732,49.444748,42.253098,38.288036,36.003353,41.7221,50.286648,50.328304,34.214024,43.395164,32.10246,39.804802,35.888386,32.90878,44.071068,56.416634,33.915157,42.504135,38.13766,38.83681,46.922226
9,-16.4167,-70.5634,20.4,4848,5035,5188,0.504,152,941,340,43.335518,6.2164984,45.671246,49.454597,37.8975,47.06712,34.52626,51.819233,43.75869,40.44318,37.722897,43.966637,52.161404,52.533802,35.168716,45.4916,34.62244,42.70938,39.447514,35.27465,45.27929,57.29666,36.608166,43.74158,40.40778,40.680225,49.63747
