,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,64.0018,-64.7945,29.4,310,454,0.083,338,285,56.891953,10.960595
1,62.3261,-66.7254,9.8,619,812,1.486,247,1799,60.94523,11.785653
2,62.3006,-66.482,10.8,252,807,4.507,43,5025,82.71082,16.49387
3,62.3411,-66.6866,16.8,383,813,5.31,35,2982,73.72964,14.803163
4,62.1589,-66.3365,8.8,410,599,2.414,160,1855,64.93509,12.843127
5,62.3198,-66.6328,18.1,292,761,2.368,56,2177,78.945145,16.166742
6,62.2622,-66.4357,11.0,124,807,21.174,57,8562,49.891266,11.650482
7,62.2988,-66.5656,15.3,346,780,1.425,338,1658,58.113197,11.07667
8,62.2851,-66.4416,12.2,390,747,1.881,65,2293,78.8674,16.260082
9,62.3306,-66.7645,8.8,630,662,0.147,248,341,60.250523,11.820355
10,62.3306,-66.77,8.8,595,670,0.321,57,920,78.49225,17.068325
11,62.3189,-66.6074,13.4,351,675,0.574,56,1471,81.50302,17.217783
12,62.3119,-66.4923,10.6,448,729,0.406,355,1557,58.79491,11.242587
13,62.1542,-66.3552,9.9,437,499,0.183,247,494,61.052547,11.902352
14,62.1832,-66.3741,9.7,346,707,8.45,195,7813,61.017246,12.101714
15,62.2393,-66.3833,11.1,108,755,7.663,42,5042,73.6887,14.22557
16,62.3008,-66.6111,16.7,273,771,11.657,45,6459,64.010284,12.171524
17,62.3005,-66.5291,10.6,162,812,12.678,355,6003,44.64064,9.590228
18,62.2954,-66.4377,17.0,520,633,0.119,358,491,56.102383,10.705738
19,62.2898,-66.472,11.7,333,808,4.789,25,4215,80.632416,16.25671
20,62.2114,-66.3449,10.4,347,709,14.166,72,4306,45.988384,9.283488
21,62.2393,-66.4881,13.3,387,828,47.999,207,7030,35.440018,15.578042
22,62.2648,-66.6798,9.3,493,589,0.387,269,881,60.113388,11.628235
23,62.3049,-66.7428,8.2,567,612,0.238,249,416,60.261017,11.778907
24,62.3008,-66.727,8.6,548,640,0.494,163,674,66.80316,13.71688
25,62.3162,-66.7679,7.6,575,699,0.598,194,953,64.89754,12.99447
26,62.2967,-66.6708,15.0,457,814,20.68,214,4982,31.879084,7.232964
27,62.3278,-66.7905,12.8,472,697,0.712,297,1240,59.314987,11.390139
28,62.324,-66.7419,10.2,580,805,2.218,243,2434,60.779762,11.70643
29,62.3399,-66.731,10.6,488,800,3.901,300,1922,51.894512,9.743673
30,63.7399,-65.5594,10.6,747,869,0.291,279,618,58.97375,11.431681
31,63.7471,-65.5435,7.1,705,866,3.46,349,2323,50.48423,9.530586
32,63.765,-65.6846,12.2,639,781,0.325,107,1317,74.504425,15.635183
33,63.7662,-65.7449,14.6,754,847,0.185,212,347,62.727463,12.611065
34,63.7723,-65.7563,14.1,817,912,0.229,205,476,63.397427,12.811986
35,63.7751,-65.827,15.7,760,926,0.409,208,705,63.792862,12.781843
