,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,64.0018,-64.7945,29.4,310,454,0.083,338,285,98.33141,75.99141
1,62.3261,-66.7254,9.8,619,812,1.486,247,1799,66.94297,39.468727
2,62.3006,-66.482,10.8,252,807,4.507,43,5025,133.98422,52.047764
3,62.3411,-66.6866,16.8,383,813,5.31,35,2982,122.556,46.66701
4,62.1589,-66.3365,8.8,410,599,2.414,160,1855,88.83253,40.279335
5,62.3198,-66.6328,18.1,292,761,2.368,56,2177,132.33325,53.57325
6,62.2622,-66.4357,11.0,124,807,21.174,57,8562,41.47004,10.632532
7,62.2988,-66.5656,15.3,346,780,1.425,338,1658,62.450043,40.37037
8,62.2851,-66.4416,12.2,390,747,1.881,65,2293,130.5732,57.840904
9,62.3306,-66.7645,8.8,630,662,0.147,248,341,93.301834,66.338104
10,62.3306,-66.77,8.8,595,670,0.321,57,920,145.97656,80.13249
11,62.3189,-66.6074,13.4,351,675,0.574,56,1471,143.38283,71.205765
12,62.3119,-66.4923,10.6,448,729,0.406,355,1557,74.09499,54.92378
13,62.1542,-66.3552,9.9,437,499,0.183,247,494,100.7614,63.437626
14,62.1832,-66.3741,9.7,346,707,8.45,195,7813,38.395954,13.380104
15,62.2393,-66.3833,11.1,108,755,7.663,42,5042,90.11557,31.962265
16,62.3008,-66.6111,16.7,273,771,11.657,45,6459,47.415646,15.907239
17,62.3005,-66.5291,10.6,162,812,12.678,355,6003,33.53441,10.861574
18,62.2954,-66.4377,17.0,520,633,0.119,358,491,93.268,76.24481
19,62.2898,-66.472,11.7,333,808,4.789,25,4215,135.93861,53.167156
20,62.2114,-66.3449,10.4,347,709,14.166,72,4306,20.895596,7.201435
21,62.2393,-66.4881,13.3,387,828,47.999,207,7030,32.090145,22.502209
22,62.2648,-66.6798,9.3,493,589,0.387,269,881,87.89844,59.326313
23,62.3049,-66.7428,8.2,567,612,0.238,249,416,94.16798,64.65499
24,62.3008,-66.727,8.6,548,640,0.494,163,674,107.303535,62.84431
25,62.3162,-66.7679,7.6,575,699,0.598,194,953,92.614006,54.716568
26,62.2967,-66.6708,15.0,457,814,20.68,214,4982,42.004425,22.10034
27,62.3278,-66.7905,12.8,472,697,0.712,297,1240,73.068214,52.442604
28,62.324,-66.7419,10.2,580,805,2.218,243,2434,62.441803,31.900675
29,62.3399,-66.731,10.6,488,800,3.901,300,1922,50.806084,27.44334
30,63.7399,-65.5594,10.6,747,869,0.291,279,618,72.58277,60.140514
31,63.7471,-65.5435,7.1,705,866,3.46,349,2323,51.64636,33.479588
32,63.765,-65.6846,12.2,639,781,0.325,107,1317,115.96515,64.66374
33,63.7662,-65.7449,14.6,754,847,0.185,212,347,84.328224,59.50349
