,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,49.0019,-121.235,29.0,1938,2135,0.073,345,304,92.65971,9.724597
1,49.1617,-121.59,29.6,1726,2105,0.262,6,817,141.36693,16.46797
2,49.1627,-121.209,31.0,2002,2309,0.307,100,478,128.02885,13.2435255
3,49.1657,-121.601,25.3,1563,1834,0.184,15,376,135.9687,17.064848
4,49.1666,-121.611,28.5,1668,2101,0.274,50,676,134.78773,14.993981
5,49.1668,-121.218,39.8,1930,2407,0.348,355,498,95.510254,10.016341
6,49.1709,-121.628,30.9,1681,2049,0.172,19,586,138.82,16.323402
7,49.1751,-121.66,23.3,1701,1980,0.17,36,729,135.04555,15.823208
8,49.4291,-122.344,44.1,1444,1776,0.066,52,340,130.72812,15.873108
9,49.431,-122.353,37.0,1773,2030,0.075,51,309,133.38277,15.431761
10,49.4353,-122.352,32.1,1315,1632,0.072,78,414,125.299866,15.179829
11,49.4383,-122.357,17.1,1310,1687,0.4,31,1309,132.5363,16.116726
12,49.4364,-122.362,21.6,1499,1685,0.05,52,335,129.11389,16.172937
13,49.4567,-125.761,15.5,1447,1683,0.419,211,863,104.81962,11.211447
14,49.4658,-125.754,31.2,1384,1581,0.06,34,334,131.37636,17.154192
15,49.4618,-125.748,18.1,1194,1668,0.921,51,1805,128.51125,14.833526
16,49.4635,-125.764,21.6,1367,1691,0.998,354,948,85.25674,9.415732
17,49.4817,-125.646,24.4,1378,1741,0.623,352,546,88.15866,9.781331
18,49.4802,-125.657,21.5,1416,1625,0.132,308,309,93.217705,10.150058
19,49.4864,-125.5,22.0,1133,1429,0.307,9,811,132.99706,17.85827
20,49.5074,-122.72,21.1,1394,1596,0.163,350,614,87.42984,9.817329
21,49.5199,-125.739,21.4,1563,1747,0.071,340,437,90.86725,10.075178
22,49.5311,-125.388,20.8,1557,1939,0.54,60,859,130.84341,14.809184
23,49.5316,-125.396,13.9,1606,1900,0.311,302,1035,96.33237,9.958999
24,49.5356,-122.109,30.9,1417,1790,0.096,3,385,138.34862,17.484325
25,49.5392,-122.102,31.1,1249,1583,0.104,348,536,88.841644,9.946232
26,49.54,-125.728,18.8,1531,1706,0.182,49,516,130.11775,16.182055
27,49.5397,-125.397,13.4,1503,1800,0.747,280,1323,95.80959,9.677792
28,49.5439,-125.74,20.2,1280,1422,0.05,328,445,89.10184,10.102155
29,49.546,-125.607,25.5,1599,1750,0.066,4,372,137.5185,17.796314
30,49.5467,-125.45,20.3,1694,1836,0.151,48,438,131.59822,16.00671
31,49.5469,-125.443,18.0,1615,1779,0.144,4,444,137.75699,17.680056
32,49.547,-125.603,21.8,1500,1663,0.084,9,429,135.81818,17.814545
33,49.5453,-125.383,36.1,1303,1690,0.232,334,495,91.80832,10.086257
34,49.549373627,-125.728973389,22.0,1266,1409,0.051,0,358,134.10008,18.712742
35,49.5507,-125.457,24.9,1602,1791,0.154,11,472,136.83597,17.377989
36,49.5511,-125.372,33.5,1526,1888,0.201,327,562,94.32865,10.151757
37,49.5504,-125.353,16.1,1552,1898,0.751,55,1208,130.0238,14.765685
38,49.5457,-125.35,15.5,1658,1898,0.328,89,868,125.9706,14.128109
39,49.5524,-125.36,18.3,1526,1929,0.22,19,898,138.95294,16.511381
40,49.5494,-125.363,9.1,1820,1938,0.251,165,459,114.09211,12.422971
41,49.5594,-125.368,24.2,1107,1270,0.06,331,347,87.39363,10.067444
42,49.564,-122.074,23.5,1839,2051,0.178,78,470,128.86609,14.407897
43,49.5663,-125.913,28.0,1427,1651,0.15,27,525,133.14888,17.095455
44,49.571,-115.423,20.8,2267,2588,0.353,16,875,143.73709,15.262333
45,49.5781,-125.399,13.1,1801,1972,0.139,76,546,129.29976,14.750864
46,49.5802,-125.407,15.2,1927,2011,0.08,55,358,132.65953,15.51486
47,49.5753,-122.807,18.2,1484,1860,0.58,24,1374,134.87787,15.85957
48,49.5768,-122.82,22.1,1461,1881,1.033,339,1085,88.758545,9.454875
49,49.572,-122.801,18.2,1650,1842,0.151,3,516,138.1337,17.426226
50,49.5858,-122.068,33.9,1700,2131,0.176,19,543,140.3341,16.166206
51,49.5837,-125.401,16.6,1731,1986,0.307,54,896,132.76245,15.118439
52,49.5881,-125.412,29.9,1581,1743,0.059,343,276,90.179825,10.060017
53,49.5877,-122.085,28.3,1722,2003,0.324,3,470,139.36574,16.89898
54,49.5875,-122.094,26.8,1733,2002,0.127,335,475,93.15796,9.838517
55,49.5885,-122.074,31.6,1483,2013,0.267,17,866,139.72043,16.208944
56,49.5927,-122.241,30.4,1663,1910,0.164,2,450,138.90848,17.22891
57,49.5889,-122.251,23.7,1677,1964,0.32,322,364,93.435616,9.815166
58,49.5917,-125.398,20.6,1668,1840,0.174,28,436,134.7528,16.702389
59,49.5987,-125.681,26.5,1585,1690,0.07,11,160,135.28764,17.812006
60,49.6012,-125.671,27.1,1344,1571,0.064,331,486,90.707985,10.128656
61,49.6097,-122.093,23.3,1551,1778,0.133,20,478,134.79164,16.985739
62,49.6078,-122.087,20.9,1524,1769,0.187,55,670,129.44955,15.5692
63,49.6266,-125.969,20.2,1517,1664,0.071,280,456,96.73399,10.337252
64,49.6301,-125.97,19.2,1567,1744,0.077,231,358,103.87937,11.17733
65,49.6328,-125.981,23.8,1436,1583,0.091,332,285,89.86224,10.089909
66,49.6374,-125.966,37.1,1395,1633,0.09,333,325,90.90867,10.153251
67,49.634,-125.97,27.5,1446,1771,0.168,326,553,93.451004,10.184099
68,49.6423,-122.208,22.6,1699,1850,0.073,355,354,88.91835,9.794407
69,49.6439,-122.237,24.3,1329,1536,0.092,62,494,125.80828,15.937209
70,49.6432,-122.273,25.1,1628,1833,0.074,18,407,135.89117,17.016115
71,49.6442,-122.246,38.3,1721,1943,0.075,84,325,127.00607,14.501385
72,49.6457,-122.279,24.7,1699,1961,0.119,42,625,134.14862,15.716783
73,49.6522,-122.548,27.6,1660,1872,0.064,278,404,98.446396,10.184373
74,49.6528,-122.277,22.7,1380,1630,0.101,67,587,126.48941,15.516683
