,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,64.0018,-64.7945,29.4,310,402,454,0.083,338,285,26.769365,9.142317
1,62.3261,-66.7254,9.8,619,706,812,1.486,247,1799,35.518368,14.326058
2,62.3006,-66.482,10.8,252,645,807,4.507,43,5025,79.73518,17.519896
3,62.3411,-66.6866,16.8,383,709,813,5.31,35,2982,33.791058,8.107499
4,62.1589,-66.3365,8.8,410,494,599,2.414,160,1855,47.40826,17.868103
5,62.3198,-66.6328,18.1,292,675,761,2.368,56,2177,30.335049,5.767718
6,62.2622,-66.4357,11.0,124,644,807,21.174,57,8562,76.65316,12.49641
7,62.2988,-66.5656,15.3,346,701,780,1.425,338,1658,32.22519,9.387268
8,62.2851,-66.4416,12.2,390,624,747,1.881,65,2293,54.85903,15.3490715
9,62.3306,-66.7645,8.8,630,650,662,0.147,248,341,22.689964,16.425213
10,62.3306,-66.77,8.8,595,641,670,0.321,57,920,64.37714,26.723785
11,62.3189,-66.6074,13.4,351,586,675,0.574,56,1471,48.79584,17.630886
12,62.3119,-66.4923,10.6,448,619,729,0.406,355,1557,28.59699,11.125985
13,62.1542,-66.3552,9.9,437,465,499,0.183,247,494,23.79385,14.000382
14,62.1832,-66.3741,9.7,346,560,707,8.45,195,7813,100.286,20.751266
15,62.2393,-66.3833,11.1,108,577,755,7.663,42,5042,71.909454,14.511834
16,62.3008,-66.6111,16.7,273,643,771,11.657,45,6459,42.599052,6.017418
17,62.3005,-66.5291,10.6,162,678,812,12.678,355,6003,76.867226,13.404226
18,62.2954,-66.4377,17.0,520,588,633,0.119,358,491,21.86133,8.6366625
19,62.2898,-66.472,11.7,333,717,808,4.789,25,4215,68.034035,15.56535
20,62.2114,-66.3449,10.4,347,583,709,14.166,72,4306,72.70363,17.524813
21,62.2393,-66.4881,13.3,387,705,828,47.999,207,7030,96.24868,21.073101
22,62.2648,-66.6798,9.3,493,540,589,0.387,269,881,23.822504,13.640423
23,62.3049,-66.7428,8.2,567,580,612,0.238,249,416,23.797718,17.165516
24,62.3008,-66.727,8.6,548,587,640,0.494,163,674,37.270622,18.121244
25,62.3162,-66.7679,7.6,575,662,699,0.598,194,953,34.836876,18.018015
26,62.2967,-66.6708,15.0,457,654,814,20.68,214,4982,48.298676,10.907805
27,62.3278,-66.7905,12.8,472,641,697,0.712,297,1240,25.6252,9.535748
28,62.324,-66.7419,10.2,580,625,805,2.218,243,2434,44.21673,16.815622
29,62.3399,-66.731,10.6,488,685,800,3.901,300,1922,36.56361,14.836887
30,63.7399,-65.5594,10.6,747,797,869,0.291,279,618,19.519447,11.96424
31,63.7471,-65.5435,7.1,705,799,866,3.46,349,2323,41.456078,21.526659
32,63.765,-65.6846,12.2,639,708,781,0.325,107,1317,42.92766,15.385025
33,63.7662,-65.7449,14.6,754,791,847,0.185,212,347,21.561,9.3301115
34,63.7723,-65.7563,14.1,817,867,912,0.229,205,476,23.161932,9.799582
35,63.7751,-65.827,15.7,760,876,926,0.409,208,705,23.55094,8.356051
36,63.7628,-65.2752,13.2,504,661,766,0.995,34,1460,50.957836,19.403738
37,63.781,-65.8009,10.5,800,859,933,0.682,347,1468,26.619081,11.794446
38,63.7917,-65.85,12.4,706,820,851,0.443,273,1661,30.726202,11.235565
39,63.7887,-65.6448,21.2,683,724,786,0.324,107,316,20.91476,8.928002
40,63.7921,-65.7253,10.3,747,914,969,1.1,53,2016,68.87666,21.635168
41,64.0122,-65.4672,11.6,547,716,815,2.682,220,2326,43.960854,15.736891
42,64.0167,-65.4377,13.6,570,764,824,2.061,82,1638,43.83198,14.254418
43,64.0252,-65.4986,9.0,685,693,696,0.031,293,175,17.540615,15.72697
44,64.0224,-65.4772,11.3,573,731,814,1.739,302,1854,31.884138,11.377388
45,63.7476,-65.3692,10.8,285,767,1078,16.505,350,6437,80.83847,16.270647
46,63.6853,-65.3007,9.2,686,893,979,2.493,222,2979,61.439964,22.348381
47,63.7844,-65.4097,10.4,597,740,792,1.728,63,1738,60.965782,19.13699
48,63.7886,-65.4365,9.8,615,791,834,1.5,26,1554,70.6607,24.898941
49,63.7119,-65.2774,11.6,384,744,978,7.368,53,4885,70.711,14.964746
50,63.6749,-65.2776,9.5,584,823,977,2.887,150,3278,73.01158,23.51089
51,63.6857,-65.2534,12.1,469,796,966,3.48,104,3981,68.17316,19.107086
52,63.7732,-65.3729,12.2,245,700,798,4.775,48,4201,64.57277,15.746892
53,63.7396,-65.2936,12.7,320,739,1060,8.727,74,4410,60.19999,12.989291
54,63.6994,-65.2223,13.2,392,613,802,2.577,96,3930,58.380455,16.387718
55,63.7111,-65.327,9.2,530,793,1064,8.858,208,6018,101.27622,22.374159
56,63.7196,-65.3654,11.6,782,841,931,0.634,232,899,25.210556,11.631536
57,63.7551,-65.4306,9.9,521,709,831,12.432,270,3617,65.802345,18.884865
58,62.3643,-66.7853,17.4,446,490,539,0.426,260,351,20.69207,8.595808
59,63.8004,-65.7485,13.3,728,844,908,0.914,333,1177,24.71942,8.868104
60,63.7873,-65.7725,9.7,658,890,939,2.111,271,2091,39.93318,15.733674
61,63.781,-65.7302,10.0,840,915,953,0.663,167,1729,43.85378,16.075619
62,63.8054,-65.8539,11.7,777,840,893,0.196,283,790,20.719822,10.363943
