,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,49.0019,-121.235,29.0,1938,2039,2135,0.073,345,304,77.35715,33.535606
1,49.1617,-121.59,29.6,1726,1962,2105,0.262,6,817,170.76997,69.10772
2,49.1627,-121.209,31.0,2002,2127,2309,0.307,100,478,138.61539,60.400818
3,49.1657,-121.601,25.3,1563,1669,1834,0.184,15,376,170.89719,72.88056
4,49.1666,-121.611,28.5,1668,1937,2101,0.274,50,676,160.76497,66.41839
5,49.1668,-121.218,39.8,1930,2127,2407,0.348,355,498,75.19298,29.01153
6,49.1709,-121.628,30.9,1681,1915,2049,0.172,19,586,168.20436,69.11736
7,49.1751,-121.66,23.3,1701,1874,1980,0.17,36,729,164.89851,69.147354
8,49.4291,-122.344,44.1,1444,1592,1776,0.066,52,340,162.93283,71.52513
9,49.431,-122.353,37.0,1773,1958,2030,0.075,51,309,157.61525,68.20702
10,49.4353,-122.352,32.1,1315,1535,1632,0.072,78,414,160.92566,72.19668
11,49.4383,-122.357,17.1,1310,1482,1687,0.4,31,1309,176.62347,72.748726
12,49.4364,-122.362,21.6,1499,1534,1685,0.05,52,335,164.50494,74.00613
13,49.4567,-125.761,15.5,1447,1597,1683,0.419,211,863,115.73871,49.76771
14,49.4658,-125.754,31.2,1384,1495,1581,0.06,34,334,175.02646,77.30239
15,49.4618,-125.748,18.1,1194,1434,1668,0.921,51,1805,174.31172,67.57831
16,49.4635,-125.764,21.6,1367,1554,1691,0.998,354,948,75.66562,22.907806
17,49.4817,-125.646,24.4,1378,1583,1741,0.623,352,546,77.629524,25.149157
18,49.4802,-125.657,21.5,1416,1481,1625,0.132,308,309,90.481926,35.181664
19,49.4864,-125.5,22.0,1133,1286,1429,0.307,9,811,187.6991,80.78179
20,49.5074,-122.72,21.1,1394,1470,1596,0.163,350,614,82.941986,32.65254
21,49.5199,-125.739,21.4,1563,1675,1747,0.071,340,437,84.729385,33.392292
22,49.5311,-125.388,20.8,1557,1715,1939,0.54,60,859,160.8961,67.259766
23,49.5316,-125.396,13.9,1606,1705,1900,0.311,302,1035,85.287415,31.11581
24,49.5356,-122.109,30.9,1417,1651,1790,0.096,3,385,177.96793,74.49882
25,49.5392,-122.102,31.1,1249,1413,1583,0.104,348,536,82.0489,29.09372
26,49.54,-125.728,18.8,1531,1627,1706,0.182,49,516,167.19452,73.35332
27,49.5397,-125.397,13.4,1503,1589,1800,0.747,280,1323,90.050385,31.780258
28,49.5439,-125.74,20.2,1280,1333,1422,0.05,328,445,93.29966,39.188015
29,49.546,-125.607,25.5,1599,1669,1750,0.066,4,372,177.05823,75.71349
30,49.5467,-125.45,20.3,1694,1777,1836,0.151,48,438,163.34363,71.48146
31,49.5469,-125.443,18.0,1615,1675,1779,0.144,4,444,176.24771,75.03129
32,49.547,-125.603,21.8,1500,1547,1663,0.084,9,429,178.42342,77.347786
33,49.5453,-125.383,36.1,1303,1401,1690,0.232,334,495,79.18271,26.280033
34,49.549373627,-125.728973389,22.0,1266,1307,1409,0.051,0,358,190.29025,84.8454
35,49.5507,-125.457,24.9,1602,1698,1791,0.154,11,472,174.44806,74.055336
36,49.5511,-125.372,33.5,1526,1644,1888,0.201,327,562,79.31905,28.497303
37,49.5504,-125.353,16.1,1552,1826,1898,0.751,55,1208,166.13033,67.080826
38,49.5457,-125.35,15.5,1658,1824,1898,0.328,89,868,154.2571,66.52931
39,49.5524,-125.36,18.3,1526,1873,1929,0.22,19,898,177.23492,71.12654
40,49.5494,-125.363,9.1,1820,1898,1938,0.251,165,459,127.32721,59.640812
41,49.5594,-125.368,24.2,1107,1176,1270,0.06,331,347,96.76992,42.81416
42,49.564,-122.074,23.5,1839,1953,2051,0.178,78,470,149.473,65.61938
43,49.5663,-125.913,28.0,1427,1538,1651,0.15,27,525,174.83168,75.70874
44,49.571,-115.423,20.8,2267,2437,2588,0.353,16,875,152.66457,64.36951
45,49.5781,-125.399,13.1,1801,1913,1972,0.139,76,546,153.95015,67.59353
46,49.5802,-125.407,15.2,1927,1970,2011,0.08,55,358,156.46555,69.2394
