,CenLat,CenLon,Slope,Zmin,Zmed,Zmax,Area,Aspect,Lmax,Zdelta,avg predicted thickness,predicted thickness std dev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-39.2754,175.549,18.8,2334,2383,2418,0.025,248,214,84,50.54225,3.9324641,44.98513,52.25138,48.020084,54.964344,49.37267,49.03917,46.14367,50.20384,51.00422,48.966602,52.610847,45.98593,44.964672,52.797516,45.43998,52.60541,52.589214,44.4179,54.342064,58.72121,52.692226,50.844563,57.71692,55.229813,47.646824
1,-39.2604,175.574,24.4,2254,2384,2558,0.074,321,672,304,50.106808,4.216294,45.04711,51.372272,48.66141,54.730595,49.27099,46.91713,45.068768,48.95865,50.72271,50.58349,53.820023,43.998707,46.193283,50.134357,45.284405,51.770153,50.26471,41.42003,55.729156,57.01672,53.687683,51.085136,58.153404,55.028404,47.750843
2,-39.3007,175.567,30.0,2345,2389,2434,0.016,164,168,89,44.03811,4.200045,38.36908,43.967102,44.250736,49.742065,41.75248,39.017124,43.627396,41.68672,40.60922,43.45869,45.957382,37.182777,42.835022,42.170006,38.09857,44.48098,49.164856,37.077095,44.23038,50.02108,47.77248,50.79231,49.396748,50.104046,45.188324
3,-39.2615,175.569,26.0,2307,2367,2424,0.022,341,226,117,48.042526,4.2457814,42.837612,50.585217,48.195496,53.00366,45.488605,44.386097,43.04811,46.816685,48.15836,47.821777,51.704056,40.724537,43.94225,47.29569,44.33417,49.465836,48.468067,39.329334,53.015594,54.809914,51.58297,50.476463,55.343414,53.195755,47.0335
4,-39.2769,175.582,28.2,2299,2336,2400,0.016,89,182,101,45.95165,3.8137727,41.14938,44.3748,45.24424,51.034584,44.869343,42.344456,45.97198,43.046047,43.109657,45.402428,46.68258,41.706326,45.189636,45.01996,38.398903,44.99224,52.10917,40.40038,46.91089,52.135418,48.84014,51.225483,50.904114,51.798607,45.93038
5,-39.2775,175.57,18.3,2079,2542,2688,1.182,134,1879,609,58.698208,3.7603915,56.368973,58.4343,58.14824,62.62451,61.290905,58.51616,52.757797,57.80698,58.57522,56.895054,57.893745,57.631187,55.262596,60.804634,50.61071,59.916058,63.81346,53.20515,66.658615,64.40012,59.0153,55.14028,63.572884,61.534172,56.578083
6,-39.2678,175.553,27.1,2383,2436,2502,0.019,300,224,119,46.092056,4.1334043,40.394165,48.18556,46.145493,51.49184,43.775143,41.976013,42.2202,44.724045,44.968254,46.28564,49.207935,38.276665,43.073963,44.92135,42.370224,47.586735,48.170723,37.69458,49.674282,52.83742,49.24147,49.378326,52.275043,51.665287,45.761063
7,-39.2942,175.575,24.5,2202,2229,2265,0.021,111,135,63,46.922665,3.6517732,42.11562,45.598446,45.252003,52.092545,46.164852,43.355885,45.924454,44.592556,44.472507,46.345722,47.622574,43.12474,44.461063,46.856987,40.89861,46.705402,52.308594,41.667458,48.6263,53.95301,49.741276,50.63695,52.155983,52.88512,45.508064
8,-39.2912,175.57,24.3,2258,2492,2742,0.663,127,1115,484,49.525578,3.670656,45.57983,46.624073,48.18128,53.352695,50.225338,46.546806,47.421257,48.21691,47.58773,49.634552,49.99319,46.21458,47.732456,50.604713,41.868298,50.20892,54.258736,44.0742,54.268227,57.083218,52.05955,49.213158,55.227325,54.68738,47.275066
9,-39.2804,175.554,22.4,2175,2467,2700,0.645,254,1452,525,52.79475,3.947008,49.085426,51.547993,50.795082,56.31293,53.740887,50.402878,47.73682,52.29038,53.541866,53.113865,55.107655,48.803043,49.70436,54.21091,46.648323,53.75784,54.244705,44.80659,59.258232,60.052124,55.44397,52.110115,60.078632,57.481647,49.592377
10,-39.2708,175.567,6.4,2558,2596,2619,0.357,296,720,61,70.91885,4.3787084,70.701385,76.74225,69.82092,75.427734,71.01148,70.886475,64.21626,68.71034,72.26258,64.88576,73.00609,72.52513,59.713715,75.541504,68.20013,76.94502,75.17179,67.54147,75.01905,76.254845,66.877045,65.62744,75.04366,71.32053,69.51865
11,-39.266,175.563,21.5,2308,2415,2481,0.039,342,554,173,51.676167,4.33115,47.451424,53.673374,49.7387,56.442505,49.957867,49.318443,46.038013,50.864708,53.332222,50.91584,55.76306,46.710545,45.954025,52.601818,46.94965,53.560425,50.9463,43.133884,56.877377,59.416195,54.82528,52.407795,60.11259,56.470234,48.441887
12,-39.27,175.579,19.7,2166,2527,2683,1.147,128,1689,517,55.18802,3.6070833,52.02988,54.282463,54.213947,58.559895,57.261105,54.240757,50.30266,54.7307,54.81412,53.64529,54.033855,52.938335,52.520702,57.185528,47.682224,56.181835,60.05205,50.235077,62.291206,61.777462,55.999474,52.809227,60.34683,58.93305,52.63287
13,-39.2956,175.562,26.7,2115,2440,2744,0.507,207,1259,629,49.657936,3.9742675,45.164368,47.67775,47.96744,53.017334,50.919415,45.810078,46.114044,48.97142,47.60084,50.628407,51.588135,44.465775,48.782585,48.986702,43.25267,50.697445,52.996254,42.12579,55.48922,56.785114,53.792393,49.155087,56.341316,55.170464,47.948288
