,CenLat,CenLon,Slope,Zmin,Zmax,Area,Aspect,Lmax,avg predicted thickness,predicted thickness std dev
0,-34.4356,-70.2602,22.4,2966,3571,0.888,203,1766,94.36368,21.33663
1,-34.4453,-70.2315,25.6,3350,3569,0.077,157,569,94.71291,22.585861
2,-34.472,-69.9941,24.3,3610,3695,0.028,107,177,96.23082,23.23042
3,-34.4988,-70.3635,29.1,3603,3977,0.094,283,704,88.19122,20.560667
4,-34.5327,-70.3407,29.7,3577,3763,0.058,57,309,100.592285,24.248684
5,-34.5609,-70.2559,22.8,3198,3284,0.036,176,236,91.86255,22.102047
6,-34.5783,-70.2698,21.2,3400,3549,0.053,126,283,95.538536,23.051556
7,-34.581,-70.3739,33.2,3537,4121,0.241,78,807,102.5178,23.878004
8,-34.5863,-70.2728,33.8,3387,3586,0.158,107,280,96.82255,23.220398
9,-34.5824,-70.2699,22.0,3378,3432,0.011,112,112,95.48755,23.259657
10,-34.5902,-70.3864,26.1,3106,4124,1.107,228,1819,95.211426,21.050701
11,-34.5864,-70.3708,28.4,3469,3826,0.234,82,593,100.13445,23.72378
12,-34.5947,-70.257,22.2,3121,3464,0.51,166,834,94.220505,22.189585
13,-34.593,-70.3703,30.3,3454,3949,0.252,67,910,102.84724,24.121008
14,-34.5975,-70.2806,14.7,3566,3801,0.328,107,980,98.27803,23.241203
15,-34.6097,-70.264,21.5,3115,3638,0.392,152,1003,97.21432,22.779127
16,-34.4896,-70.0942,23.8,3869,3940,0.014,102,146,96.5428,23.19987
17,-34.5105,-70.1012,8.8,3575,3610,0.022,184,224,91.28823,22.09318
18,-34.5107,-70.139,17.8,3894,3954,0.023,6,180,103.23625,25.311096
19,-34.5132,-70.1392,22.2,3950,4037,0.024,32,237,101.711464,24.660143
20,-34.5169,-70.13,17.1,3489,3953,0.818,133,1474,97.68045,22.527294
21,-34.5256,-70.1373,18.4,3578,4102,1.229,80,1731,100.914154,23.14125
22,-34.5673,-70.1612,11.1,3346,3831,2.893,63,2774,98.815674,22.307997
23,-34.5498,-70.1423,15.6,3122,4066,6.234,160,4544,89.164795,18.495039
24,-34.5416,-70.1528,22.8,3938,3989,0.021,219,106,89.03539,21.349945
25,-34.5433,-70.1536,8.5,3895,3922,0.032,205,202,89.94199,21.62197
26,-34.5477,-70.1281,23.3,3670,3748,0.025,240,180,87.839645,21.047304
27,-34.5486,-70.1246,26.0,3650,3759,0.041,132,237,94.89687,22.783493
28,-34.5553,-70.164,14.9,3573,3724,0.177,117,587,96.538956,23.092642
29,-34.5643,-70.1748,16.2,3699,3764,0.043,329,195,82.85568,19.927427
30,-34.5701,-70.1837,16.7,3652,3758,0.069,40,404,101.405174,24.645607
31,-34.5988,-70.1829,13.6,3020,4076,9.679,145,5329,81.465416,16.10701
32,-34.5776,-70.1711,34.1,3840,4004,0.019,104,246,97.31823,23.161615
33,-34.5788,-70.1728,21.6,3918,4005,0.026,211,195,89.99263,21.473944
34,-34.5824,-70.1893,22.1,3682,3748,0.014,19,215,102.39366,25.08985
35,-34.5841,-70.1974,12.1,3661,3685,0.012,278,100,85.13578,20.607801
36,-34.5242,-69.929,27.1,4130,4182,0.01,189,146,91.06617,21.575428
37,-34.6127,-70.0137,23.5,3931,4144,0.059,60,495,101.1576,24.09933
38,-34.6164,-70.018,19.0,3966,4213,0.204,132,884,97.00795,22.66563
39,-34.5226,-69.8784,14.1,4191,4285,0.054,42,498,101.685905,24.411201
40,-34.5241,-69.8727,26.0,3961,4283,0.158,134,472,96.496864,22.570477
41,-34.5232,-69.8665,17.6,3999,4057,0.023,102,214,96.616165,23.167564
42,-34.5298,-69.8904,32.7,4358,4444,0.011,131,125,94.946686,22.378113
43,-34.5314,-69.8846,22.6,4050,4343,0.272,129,920,97.39707,22.609344
44,-34.5359,-69.8894,30.9,4191,4400,0.053,94,325,98.50509,23.208786
45,-34.5405,-69.898,31.8,4572,4707,0.029,110,190,96.9191,22.722075
46,-34.5458,-69.9062,38.2,4588,4759,0.019,176,206,92.90288,21.515032
47,-34.5484,-69.9055,32.7,4381,4484,0.013,169,103,92.64516,21.724262
48,-34.5519,-69.9026,25.8,3958,4409,0.285,155,764,96.35972,22.222088
49,-34.5496,-69.8895,20.7,3722,3771,0.011,120,146,95.12539,22.966896
50,-34.6345,-70.2826,28.7,3601,3761,0.054,139,309,94.97584,22.70193
51,-34.7065,-70.401,25.3,3898,3983,0.023,305,200,84.38662,20.257313
52,-34.7092,-70.3963,20.4,4080,4199,0.059,230,236,89.14156,21.21225
53,-34.6472,-70.1724,22.0,3595,3958,0.374,111,982,98.76656,23.11369
54,-34.6624,-70.2055,21.7,3440,3858,0.613,142,1003,96.348885,22.46105
55,-34.6652,-70.2214,19.0,3589,3664,0.023,265,202,86.40847,20.714226
56,-34.6669,-70.2264,19.1,3446,3484,0.016,184,112,91.04078,22.041258
57,-34.6736,-70.2111,23.1,3504,3707,0.067,128,340,95.95093,22.984993
58,-34.6733,-70.2073,23.6,3452,3540,0.03,121,195,95.344894,23.08696
59,-34.6224,-70.0313,15.7,4001,4074,0.077,162,246,92.83688,22.089325
60,-34.626,-69.9578,12.6,3954,4002,0.036,98,202,96.746605,23.289145
61,-34.626,-69.9941,30.1,3871,4077,0.087,140,336,95.22581,22.502892
62,-34.6291,-69.9986,34.1,3849,4013,0.046,146,255,94.51527,22.39997
63,-34.6654,-70.0325,25.7,3355,3448,0.041,97,182,96.83418,23.515652
64,-34.8758,-70.2855,21.5,3225,3478,0.102,173,583,93.98072,22.335129
65,-34.9107,-70.3016,23.7,3395,3654,0.142,95,547,98.82754,23.613203
66,-34.9191,-70.3065,26.3,3584,3807,0.159,97,518,98.387215,23.428467
67,-34.929,-70.3095,20.1,3420,4049,1.456,113,1715,98.68198,22.439875
68,-34.9389,-70.3191,17.0,3360,4025,0.884,110,2472,102.946754,23.366722
69,-34.945,-70.3224,26.1,3412,4018,0.594,122,1260,99.69597,22.978657
70,-34.9449,-70.3369,21.7,3515,3956,0.407,206,1296,93.97922,21.655066
71,-34.9441,-70.258,22.4,3588,3683,0.034,174,261,92.45414,22.195484
72,-34.9484,-70.3294,17.2,3817,3927,0.059,126,230,95.36119,22.853453
73,-34.9679,-70.3253,24.6,3498,3876,0.853,78,797,99.066536,23.280937
